Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
1987-01-02,0.10202644020318985,0.10416297795428771,0.10149230118060978,0.10309470907873877,12643200
1987-01-05,0.1079019233584404,0.10897019232234555,0.10149230957500951,0.10202644864176807,48499200
1987-01-06,0.1095043271780014,0.11003846626894652,0.10736778915344568,0.1079019282443908,40032000
1987-01-07,0.11538039892911911,0.11538039892911911,0.10950430177585643,0.10950430177585643,60998400
1987-01-08,0.1191193163394928,0.12018820846983241,0.11591451054867286,0.11591451054867286,61488000
1987-01-09,0.12392719089984894,0.12446132998537725,0.11858523152860376,0.11911936144451978,63705600
1987-01-12,0.1319398283958435,0.13300809740567865,0.12285892286341024,0.12392719187324538,128793600
1987-01-13,0.1282002478837967,0.13087153893988188,0.12606371019791873,0.13087153893988188,76320000
1987-01-14,0.1282002478837967,0.1287343777204607,0.1255295711916438,0.1282002478837967,69465600
1987-01-15,0.13514459133148193,0.13834939753279688,0.12820023478290168,0.12820023478290168,117014400
1987-01-16,0.1319398283958435,0.1351446262557366,0.12926853692242116,0.1351446262557366,65433600
1987-01-19,0.13674700260162354,0.13674700260162354,0.12926850690531155,0.13193979775844028,88243200
1987-01-20,0.13888351619243622,0.1420889362892818,0.13621284016341034,0.13674697903705899,95760000
1987-01-21,0.1447596549987793,0.14849860094471115,0.136212888952206,0.1388835659378162,108489600
1987-01-22,0.15918250381946564,0.15971663366295702,0.14048657468599854,0.14475964094276286,116035200
1987-01-23,0.14422552287578583,0.1655921304802007,0.14422552287578583,0.15918251681727041,317894400
1987-01-26,0.1468961387872696,0.14849854622206085,0.14048653655693025,0.14529374052208688,116553600
1987-01-27,0.15277230739593506,0.1549088363741668,0.14689620854049065,0.14689620854049065,114105600
1987-01-28,0.15330642461776733,0.15544296246040598,0.14849859552304717,0.15277228557230185,76723200
1987-01-29,0.1468961387872696,0.1549087628161736,0.1436913422569042,0.15330637372059946,79228800
1987-01-30,0.15624414384365082,0.1565111995733375,0.14475962877466952,0.1468961663082658,104169600
1987-02-02,0.1559770554304123,0.15918247579991074,0.1559770554304123,0.15624412947475821,46915200
1987-02-03,0.15330642461776733,0.15757950030304463,0.1506357477296632,0.15597709233625984,59328000
1987-02-04,0.15384060144424438,0.15437473148310943,0.1517040629495554,0.15330647140537934,31737600
1987-02-05,0.15277230739593506,0.1549088363741668,0.15116990836985802,0.15384057646985738,42652800
1987-02-06,0.1471632570028305,0.15357348469169843,0.14636205304481392,0.15277228073368185,45619200
1987-02-09,0.14582793414592743,0.14689620318087315,0.14502673924692755,0.14689620318087315,136080000
1987-02-10,0.1463620364665985,0.1463620364665985,0.1426231003687105,0.1458278974985515,44668800
1987-02-11,0.15330642461776733,0.15330642461776733,0.14689618755626238,0.14689618755626238,60307200
1987-02-12,0.16398969292640686,0.16479089678228787,0.15330640021909123,0.15330640021909123,185731200
1987-02-13,0.1623874008655548,0.16612632998128296,0.15864845341059539,0.16398979119833917,81763200
1987-02-17,0.163455531001091,0.16398966068693127,0.15864832715009544,0.16238727162941052,70732800
1987-02-18,0.15330642461776733,0.16612625686796503,0.15277228557230185,0.1634555891494725,128592000
1987-02-19,0.1468961387872696,0.1527722348524662,0.14529374052208688,0.1527722348524662,317750400
1987-02-20,0.14529377222061157,0.1468961708353872,0.14315723462117041,0.1468961708353872,87897600
1987-02-23,0.15437465906143188,0.15651119655380852,0.14208895870119476,0.14529376493975968,125913600
1987-02-24,0.16185306012630463,0.16238720794187114,0.1543745689065549,0.1543745689065549,120816000
1987-02-25,0.15918250381946564,0.16479091302418056,0.15811362059893164,0.16185317137614472,65001600
1987-02-26,0.1650579273700714,0.1698657544332163,0.15597702642726138,0.159182446200728,145209600
1987-02-27,0.16398969292640686,0.1661262304290161,0.1613190256329504,0.16505797084732163,37555200
1987-03-02,0.15918250381946564,0.1639897090893324,0.15811362059893164,0.1639897090893324,79516800
1987-03-03,0.15918250381946564,0.16078491168916192,0.15704534257272673,0.15918250381946564,81100800
1987-03-04,0.17039990425109863,0.17093403396447,0.15864833532744158,0.1591824650408129,98179200
1987-03-05,0.17841249704360962,0.18215144105636394,0.17039987420483665,0.17039987420483665,128188800
1987-03-06,0.17787842452526093,0.17948083223643307,0.1736047259881258,0.17841255431591155,63561600
1987-03-09,0.17467297613620758,0.17841252594889542,0.17360469838553874,0.17787839624316967,38275200
1987-03-10,0.18001505732536316,0.18215159595824942,0.1741389479662988,0.17467309637894285,74102400
1987-03-11,0.18268564343452454,0.18375390309836348,0.18054910576762495,0.18268564343452454,43862400
1987-03-12,0.18348684906959534,0.18482218283150464,0.17841256977080688,0.1826856451446054,71337600
1987-03-13,0.17680956423282623,0.18482219067799577,0.17307061853721287,0.18348685685939584,105120000
1987-03-16,0.17574124038219452,0.17627537010261382,0.17039990649956563,0.17627537010261382,88473600
1987-03-17,0.1816173791885376,0.18268563882542468,0.17520714281602934,0.1757412726344729,54547200
1987-03-18,0.19123242795467377,0.19283481753689805,0.1826856532923488,0.1826856532923488,119347200
1987-03-19,0.19497132301330566,0.19497132301330566,0.1880275809565426,0.19123239626841457,62812800
1987-03-20,0.19283491373062134,0.1949714525786003,0.1917666534762478,0.1949714525786003,38246400
1987-03-23,0.19149945676326752,0.19550545766384658,0.18962999334417466,0.19283479039679388,67478400
1987-03-24,0.19283491373062134,0.19390319232422676,0.18695882211922074,0.18695882211922074,69609600
1987-03-25,0.19203364849090576,0.19390313085223604,0.19069831442665616,0.19283485259730074,33840000
1987-03-26,0.19069825112819672,0.19230065880909958,0.19016412134763575,0.19203358474920912,33379200
1987-03-27,0.19603955745697021,0.2003132365605717,0.19176648354748305,0.19176648354748305,120873600
1987-03-30,0.20672360062599182,0.2067236006259918,0.18909593554972295,0.19603968042331588,186134400
1987-03-31,0.20672360062599182,0.21153080720469253,0.20405230880846234,0.20405230880846234,125337600
1987-04-01,0.19443722069263458,0.2109966214114449,0.19336894265811283,0.20672354595180234,259430400
1987-04-02,0.20298391580581665,0.20725761351468971,0.19764258225604453,0.19764258225604453,159955200
1987-04-03,0.21313324570655823,0.21420150583573772,0.20298405924939517,0.20298405924939517,155606400
1987-04-06,0.2120649218559265,0.21366733004600763,0.20832599386470496,0.2131332000957225,98956800
1987-04-07,0.2008475363254547,0.2120649644236936,0.2008475363254547,0.2120649644236936,73728000
1987-04-08,0.20672360062599182,0.208860138920884,0.20084751053573757,0.20084751053573757,106214400
1987-04-09,0.20298391580581665,0.20672348382755584,0.20138152674441503,0.20672348382755584,71568000
1987-04-10,0.20431925356388092,0.20458630921958182,0.2024497722778972,0.20298390192851448,43372800
1987-04-13,0.19764260947704315,0.2040522216230853,0.1965737264221912,0.2040522216230853,50256000
1987-04-14,0.2008475363254547,0.2040523350096899,0.19443729708395385,0.19764271930199007,87379200
1987-04-15,0.2051205188035965,0.20725768011143736,0.20244985117056238,0.20244985117056238,95961600
1987-04-16,0.2104625254869461,0.21473558329611414,0.20458641766444258,0.20512054759818543,188092800
1987-04-20,0.20458641648292542,0.21259904399412624,0.20405228655226723,0.21046252427149353,100310400
